YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2012/07,NonMedical Emergencies,Manhattan,4813,05:18
2012/07,NonMedical Emergencies,Bronx,3837,05:32
2012/07,NonMedical Emergencies,Staten Island,991,05:06
2012/07,NonMedical Emergencies,Brooklyn,5099,04:48
2012/07,NonMedical Emergencies,Queens,3714,05:24
2012/07,NonStructural Fires,Citywide,1344,04:20
2012/07,NonStructural Fires,Manhattan,335,04:23
2012/07,NonStructural Fires,Bronx,230,04:44
2012/07,NonStructural Fires,Staten Island,90,04:33
2012/07,NonStructural Fires,Brooklyn,396,03:54
2012/07,NonStructural Fires,Queens,293,04:31
2012/07,Structural Fires,Citywide,1940,03:59
2012/07,Structural Fires,Manhattan,457,04:08
2012/07,Structural Fires,Bronx,414,04:04
2012/07,Structural Fires,Staten Island,104,04:38
2012/07,Structural Fires,Brooklyn,587,03:31
2012/07,Structural Fires,Queens,378,04:17
2012/08,All Fire/Emergency Incidents,Citywide,42214,04:38
2012/08,All Fire/Emergency Incidents,Manhattan,11506,04:47
2012/08,All Fire/Emergency Incidents,Bronx,8375,04:52
2012/08,All Fire/Emergency Incidents,Staten Island,2045,04:40
2012/08,All Fire/Emergency Incidents,Brooklyn,11859,04:11
2012/08,All Fire/Emergency Incidents,Queens,8429,04:51
2012/08,False Alarm,Citywide,2194,04:28
2012/08,False Alarm,Manhattan,518,04:44
2012/08,False Alarm,Bronx,518,04:42
2012/08,False Alarm,Staten Island,162,04:37
2012/08,False Alarm,Brooklyn,508,03:56
2012/08,False Alarm,Queens,488,04:27
2012/08,Medical Emergencies,Citywide,19395,04:10
2012/08,Medical Emergencies,Manhattan,5502,04:20
2012/08,Medical Emergencies,Bronx,3565,04:19
2012/08,Medical Emergencies,Staten Island,857,04:26
2012/08,Medical Emergencies,Brooklyn,5656,03:48
2012/08,Medical Emergencies,Queens,3815,04:19
2012/08,Medical False Alarm,Citywide,371,04:06
2012/08,Medical False Alarm,Manhattan,102,04:13
2012/08,Medical False Alarm,Bronx,87,04:23
2012/08,Medical False Alarm,Staten Island,20,04:10
2012/08,Medical False Alarm,Brooklyn,104,03:36
2012/08,Medical False Alarm,Queens,58,04:24
2012/08,NonMedical Emergencies,Citywide,17436,05:08
2012/08,NonMedical Emergencies,Manhattan,4719,05:13
2012/08,NonMedical Emergencies,Bronx,3613,05:23
2012/08,NonMedical Emergencies,Staten Island,856,04:55
2012/08,NonMedical Emergencies,Brooklyn,4756,04:40
2012/08,NonMedical Emergencies,Queens,3492,05:26
2012/08,NonStructural Fires,Citywide,1044,04:23
2012/08,NonStructural Fires,Manhattan,241,04:15
2012/08,NonStructural Fires,Bronx,191,04:42
2012/08,NonStructural Fires,Staten Island,54,04:33
2012/08,NonStructural Fires,Brooklyn,309,04:00
2012/08,NonStructural Fires,Queens,249,04:43
2012/08,Structural Fires,Citywide,1774,04:05
2012/08,Structural Fires,Manhattan,424,04:15
2012/08,Structural Fires,Bronx,401,04:13
2012/08,Structural Fires,Staten Island,96,04:28
2012/08,Structural Fires,Brooklyn,526,03:34
2012/08,Structural Fires,Queens,327,04:27
2012/09,All Fire/Emergency Incidents,Citywide,39710,04:37
2012/09,All Fire/Emergency Incidents,Manhattan,10437,04:46
2012/09,All Fire/Emergency Incidents,Bronx,7765,04:52
2012/09,All Fire/Emergency Incidents,Staten Island,1959,04:33
2012/09,All Fire/Emergency Incidents,Brooklyn,11340,04:11
2012/09,All Fire/Emergency Incidents,Queens,8209,04:50
2012/09,False Alarm,Citywide,1877,04:29
2012/09,False Alarm,Manhattan,413,04:31
2012/09,False Alarm,Bronx,474,04:48
2012/09,False Alarm,Staten Island,133,04:16
2012/09,False Alarm,Brooklyn,388,04:08
2012/09,False Alarm,Queens,469,04:30
2012/09,Medical Emergencies,Citywide,17832,04:09
2012/09,Medical Emergencies,Manhattan,4827,04:15
2012/09,Medical Emergencies,Bronx,3357,04:20
2012/09,Medical Emergencies,Staten Island,841,04:17
2012/09,Medical Emergencies,Brooklyn,5178,03:49
2012/09,Medical Emergencies,Queens,3629,04:22
2012/09,Medical False Alarm,Citywide,291,04:19
2012/09,Medical False Alarm,Manhattan,81,04:27
2012/09,Medical False Alarm,Bronx,57,04:45
2012/09,Medical False Alarm,Staten Island,10,04:42
2012/09,Medical False Alarm,Brooklyn,86,03:45
2012/09,Medical False Alarm,Queens,57,04:32
2012/09,NonMedical Emergencies,Citywide,16822,05:06
2012/09,NonMedical Emergencies,Manhattan,4405,05:15
2012/09,NonMedical Emergencies,Bronx,3311,05:23
2012/09,NonMedical Emergencies,Staten Island,826,04:49
2012/09,NonMedical Emergencies,Brooklyn,4826,04:37
2012/09,NonMedical Emergencies,Queens,3454,05:21
2012/09,NonStructural Fires,Citywide,1001,04:21
2012/09,NonStructural Fires,Manhattan,251,04:22
2012/09,NonStructural Fires,Bronx,171,04:52
2012/09,NonStructural Fires,Staten Island,57,04:07
2012/09,NonStructural Fires,Brooklyn,288,03:48
2012/09,NonStructural Fires,Queens,234,04:42
2012/09,Structural Fires,Citywide,1887,04:02
2012/09,Structural Fires,Manhattan,460,04:10
2012/09,Structural Fires,Bronx,395,04:11
2012/09,Structural Fires,Staten Island,92,04:37
2012/09,Structural Fires,Brooklyn,574,03:35
2012/09,Structural Fires,Queens,366,04:17
2012/10,All Fire/Emergency Incidents,Citywide,46883,05:08
2012/10,All Fire/Emergency Incidents,Manhattan,11079,04:59
2012/10,All Fire/Emergency Incidents,Bronx,8740,05:02
2012/10,All Fire/Emergency Incidents,Staten Island,2898,05:42
2012/10,All Fire/Emergency Incidents,Brooklyn,13713,04:45
2012/10,All Fire/Emergency Incidents,Queens,10453,05:43
2012/10,False Alarm,Citywide,1924,04:51
2012/10,False Alarm,Manhattan,420,04:45
2012/10,False Alarm,Bronx,473,04:54
2012/10,False Alarm,Staten Island,132,05:26
2012/10,False Alarm,Brooklyn,427,04:45
2012/10,False Alarm,Queens,472,04:49
2012/10,Medical Emergencies,Citywide,18088,04:16
2012/10,Medical Emergencies,Manhattan,4918,04:28
2012/10,Medical Emergencies,Bronx,3343,04:18
2012/10,Medical Emergencies,Staten Island,839,04:46
2012/10,Medical Emergencies,Brooklyn,5391,03:53
2012/10,Medical Emergencies,Queens,3597,04:27
2012/10,Medical False Alarm,Citywide,271,04:20
2012/10,Medical False Alarm,Manhattan,78,04:30
2012/10,Medical False Alarm,Bronx,62,04:25
2012/10,Medical False Alarm,Staten Island,9,04:15
2012/10,Medical False Alarm,Brooklyn,71,03:39
2012/10,Medical False Alarm,Queens,51,04:58
2012/10,NonMedical Emergencies,Citywide,23024,05:48
2012/10,NonMedical Emergencies,Manhattan,4954,05:26
2012/10,NonMedical Emergencies,Bronx,4231,05:35
2012/10,NonMedical Emergencies,Staten Island,1713,06:12
2012/10,NonMedical Emergencies,Brooklyn,6598,05:28
2012/10,NonMedical Emergencies,Queens,5528,06:34
2012/10,NonStructural Fires,Citywide,1217,05:07
2012/10,NonStructural Fires,Manhattan,247,04:44
2012/10,NonStructural Fires,Bronx,159,05:00
2012/10,NonStructural Fires,Staten Island,62,06:14
2012/10,NonStructural Fires,Brooklyn,443,04:47
2012/10,NonStructural Fires,Queens,306,05:49
2012/10,Structural Fires,Citywide,2359,04:24
2012/10,Structural Fires,Manhattan,462,04:20
2012/10,Structural Fires,Bronx,472,04:24
2012/10,Structural Fires,Staten Island,143,04:51
2012/10,Structural Fires,Brooklyn,783,04:02
2012/10,Structural Fires,Queens,499,04:53
2012/11,All Fire/Emergency Incidents,Citywide,47246,05:06
2012/11,All Fire/Emergency Incidents,Manhattan,10745,04:53
2012/11,All Fire/Emergency Incidents,Bronx,8090,04:58
2012/11,All Fire/Emergency Incidents,Staten Island,3100,05:18
2012/11,All Fire/Emergency Incidents,Brooklyn,13664,04:39
2012/11,All Fire/Emergency Incidents,Queens,11647,05:50
2012/11,False Alarm,Citywide,1710,04:55
2012/11,False Alarm,Manhattan,341,04:58
2012/11,False Alarm,Bronx,367,04:50
2012/11,False Alarm,Staten Island,174,05:05
2012/11,False Alarm,Brooklyn,422,04:26
2012/11,False Alarm,Queens,406,05:23
2012/11,Medical Emergencies,Citywide,16426,04:26
2012/11,Medical Emergencies,Manhattan,4234,04:28
2012/11,Medical Emergencies,Bronx,3118,04:28
2012/11,Medical Emergencies,Staten Island,869,04:39
2012/11,Medical Emergencies,Brooklyn,4736,04:07
2012/11,Medical Emergencies,Queens,3469,04:47
2012/11,Medical False Alarm,Citywide,242,04:17
2012/11,Medical False Alarm,Manhattan,65,04:31
2012/11,Medical False Alarm,Bronx,47,04:16
2012/11,Medical False Alarm,Staten Island,14,04:04
2012/11,Medical False Alarm,Brooklyn,69,03:46
2012/11,Medical False Alarm,Queens,47,04:51
2012/11,NonMedical Emergencies,Citywide,24979,05:33
2012/11,NonMedical Emergencies,Manhattan,5245,05:11
2012/11,NonMedical Emergencies,Bronx,3803,05:24
2012/11,NonMedical Emergencies,Staten Island,1820,05:39
2012/11,NonMedical Emergencies,Brooklyn,7206,05:05
2012/11,NonMedical Emergencies,Queens,6905,06:24
2012/11,NonStructural Fires,Citywide,1386,04:43
2012/11,NonStructural Fires,Manhattan,311,04:28
2012/11,NonStructural Fires,Bronx,193,04:56
2012/11,NonStructural Fires,Staten Island,81,04:56
2012/11,NonStructural Fires,Brooklyn,458,04:22
2012/11,NonStructural Fires,Queens,343,05:16
2012/11,Structural Fires,Citywide,2503,04:09
2012/11,Structural Fires,Manhattan,549,04:16
2012/11,Structural Fires,Bronx,562,04:13
2012/11,Structural Fires,Staten Island,142,04:41
2012/11,Structural Fires,Brooklyn,773,03:42
2012/11,Structural Fires,Queens,477,04:32
2012/12,All Fire/Emergency Incidents,Citywide,40296,04:42
2012/12,All Fire/Emergency Incidents,Manhattan,10447,04:53
2012/12,All Fire/Emergency Incidents,Bronx,7838,04:53
2012/12,All Fire/Emergency Incidents,Staten Island,2272,04:58
2012/12,All Fire/Emergency Incidents,Brooklyn,11380,04:14
2012/12,All Fire/Emergency Incidents,Queens,8359,04:54
2012/12,False Alarm,Citywide,1451,04:41
2012/12,False Alarm,Manhattan,327,04:51
2012/12,False Alarm,Bronx,369,04:55
2012/12,False Alarm,Staten Island,104,04:45
2012/12,False Alarm,Brooklyn,356,04:11
2012/12,False Alarm,Queens,295,04:47
2012/12,Medical Emergencies,Citywide,18147,04:22
2012/12,Medical Emergencies,Manhattan,4892,04:33
2012/12,Medical Emergencies,Bronx,3309,04:27
2012/12,Medical Emergencies,Staten Island,954,04:36
2012/12,Medical Emergencies,Brooklyn,5200,03:58
2012/12,Medical Emergencies,Queens,3792,04:35
2012/12,Medical False Alarm,Citywide,268,04:14
2012/12,Medical False Alarm,Manhattan,70,04:34
2012/12,Medical False Alarm,Bronx,50,04:10
2012/12,Medical False Alarm,Staten Island,3,05:03
2012/12,Medical False Alarm,Brooklyn,83,03:42
2012/12,Medical False Alarm,Queens,62,04:36
2012/12,NonMedical Emergencies,Citywide,17209,05:04
2012/12,NonMedical Emergencies,Manhattan,4408,05:14
2012/12,NonMedical Emergencies,Bronx,3475,05:17
2012/12,NonMedical Emergencies,Staten Island,1055,05:21
2012/12,NonMedical Emergencies,Brooklyn,4733,04:35
2012/12,NonMedical Emergencies,Queens,3538,05:14
2012/12,NonStructural Fires,Citywide,855,04:26
2012/12,NonStructural Fires,Manhattan,237,04:35
2012/12,NonStructural Fires,Bronx,123,04:55
2012/12,NonStructural Fires,Staten Island,35,04:23
2012/12,NonStructural Fires,Brooklyn,257,03:57
2012/12,NonStructural Fires,Queens,203,04:37
2012/12,Structural Fires,Citywide,2366,04:04
2012/12,Structural Fires,Manhattan,513,04:10
2012/12,Structural Fires,Bronx,512,04:08
2012/12,Structural Fires,Staten Island,121,04:32
2012/12,Structural Fires,Brooklyn,751,03:39
2012/12,Structural Fires,Queens,469,04:27
2013/01,All Fire/Emergency Incidents,Citywide,40856,04:46
2013/01,All Fire/Emergency Incidents,Manhattan,10609,04:51
2013/01,All Fire/Emergency Incidents,Bronx,7715,04:57
2013/01,All Fire/Emergency Incidents,Staten Island,2246,05:10
2013/01,All Fire/Emergency Incidents,Brooklyn,11999,04:21
2013/01,All Fire/Emergency Incidents,Queens,8287,05:00
2013/01,False Alarm,Citywide,1299,04:41
2013/01,False Alarm,Manhattan,292,04:46
2013/01,False Alarm,Bronx,307,04:51
2013/01,False Alarm,Staten Island,110,05:03
2013/01,False Alarm,Brooklyn,345,04:09
2013/01,False Alarm,Queens,245,05:00
2013/01,Medical Emergencies,Citywide,17708,04:18
2013/01,Medical Emergencies,Manhattan,4534,04:26
2013/01,Medical Emergencies,Bronx,3292,04:29
2013/01,Medical Emergencies,Staten Island,865,04:33
2013/01,Medical Emergencies,Brooklyn,5330,03:57
2013/01,Medical Emergencies,Queens,3687,04:31
2013/01,Medical False Alarm,Citywide,201,04:19
2013/01,Medical False Alarm,Manhattan,32,04:03
2013/01,Medical False Alarm,Bronx,48,04:59
2013/01,Medical False Alarm,Staten Island,15,04:15
2013/01,Medical False Alarm,Brooklyn,69,03:58
2013/01,Medical False Alarm,Queens,37,04:25
2013/01,NonMedical Emergencies,Citywide,18431,05:14
2013/01,NonMedical Emergencies,Manhattan,4971,05:14
2013/01,NonMedical Emergencies,Bronx,3434,05:25
2013/01,NonMedical Emergencies,Staten Island,1086,05:38
2013/01,NonMedical Emergencies,Brooklyn,5306,04:49
2013/01,NonMedical Emergencies,Queens,3634,05:31
2013/01,NonStructural Fires,Citywide,1045,04:18
2013/01,NonStructural Fires,Manhattan,277,04:19
2013/01,NonStructural Fires,Bronx,191,04:31
2013/01,NonStructural Fires,Staten Island,62,05:11
2013/01,NonStructural Fires,Brooklyn,272,03:51
2013/01,NonStructural Fires,Queens,243,04:24
2013/01,Structural Fires,Citywide,2172,03:58
2013/01,Structural Fires,Manhattan,503,04:05
2013/01,Structural Fires,Bronx,443,04:05
2013/01,Structural Fires,Staten Island,108,04:29
2013/01,Structural Fires,Brooklyn,677,03:33
2013/01,Structural Fires,Queens,441,04:14
2013/02,All Fire/Emergency Incidents,Citywide,35050,04:44
2013/02,All Fire/Emergency Incidents,Manhattan,9142,04:53
2013/02,All Fire/Emergency Incidents,Bronx,7076,04:57
2013/02,All Fire/Emergency Incidents,Staten Island,1781,05:04
2013/02,All Fire/Emergency Incidents,Brooklyn,10141,04:18
2013/02,All Fire/Emergency Incidents,Queens,6910,04:55
2013/02,False Alarm,Citywide,1221,04:38
2013/02,False Alarm,Manhattan,269,04:50
2013/02,False Alarm,Bronx,296,04:45
2013/02,False Alarm,Staten Island,92,05:03
2013/02,False Alarm,Brooklyn,290,04:04
2013/02,False Alarm,Queens,274,04:46
2013/02,Medical Emergencies,Citywide,15253,04:22
2013/02,Medical Emergencies,Manhattan,3922,04:25
2013/02,Medical Emergencies,Bronx,2999,04:32
2013/02,Medical Emergencies,Staten Island,775,04:35
2013/02,Medical Emergencies,Brooklyn,4473,04:02
2013/02,Medical Emergencies,Queens,3084,04:35
2013/02,Medical False Alarm,Citywide,179,04:20
2013/02,Medical False Alarm,Manhattan,31,04:53
2013/02,Medical False Alarm,Bronx,44,04:37
2013/02,Medical False Alarm,Staten Island,8,04:14
2013/02,Medical False Alarm,Brooklyn,58,03:56
2013/02,Medical False Alarm,Queens,38,04:11
2013/02,NonMedical Emergencies,Citywide,15012,05:10
2013/02,NonMedical Emergencies,Manhattan,4025,05:18
2013/02,NonMedical Emergencies,Bronx,3111,05:24
2013/02,NonMedical Emergencies,Staten Island,810,05:32
2013/02,NonMedical Emergencies,Brooklyn,4223,04:42
2013/02,NonMedical Emergencies,Queens,2843,05:19
2013/02,NonStructural Fires,Citywide,1447,04:23
2013/02,NonStructural Fires,Manhattan,426,04:40
2013/02,NonStructural Fires,Bronx,194,04:34
2013/02,NonStructural Fires,Staten Island,25,04:38
2013/02,NonStructural Fires,Brooklyn,475,03:51
2013/02,NonStructural Fires,Queens,327,04:42
2013/02,Structural Fires,Citywide,1938,04:06
2013/02,Structural Fires,Manhattan,469,04:16
2013/02,Structural Fires,Bronx,432,04:08
2013/02,Structural Fires,Staten Island,71,04:26
2013/02,Structural Fires,Brooklyn,622,03:41
2013/02,Structural Fires,Queens,344,04:30
2013/03,All Fire/Emergency Incidents,Citywide,37209,04:38
2013/03,All Fire/Emergency Incidents,Manhattan,9773,04:49
2013/03,All Fire/Emergency Incidents,Bronx,7430,04:52
2013/03,All Fire/Emergency Incidents,Staten Island,1973,04:42
2013/03,All Fire/Emergency Incidents,Brooklyn,10725,04:10
2013/03,All Fire/Emergency Incidents,Queens,7308,04:49
2013/03,False Alarm,Citywide,1397,04:31
2013/03,False Alarm,Manhattan,339,04:36
2013/03,False Alarm,Bronx,329,04:58
2013/03,False Alarm,Staten Island,113,04:40
2013/03,False Alarm,Brooklyn,325,03:51
2013/03,False Alarm,Queens,291,04:36
2013/03,Medical Emergencies,Citywide,17082,04:19
2013/03,Medical Emergencies,Manhattan,4433,04:30
2013/03,Medical Emergencies,Bronx,3346,04:24
2013/03,Medical Emergencies,Staten Island,910,04:32
2013/03,Medical Emergencies,Brooklyn,4925,03:58
2013/03,Medical Emergencies,Queens,3468,04:31
2013/03,Medical False Alarm,Citywide,251,04:07
2013/03,Medical False Alarm,Manhattan,58,04:17
2013/03,Medical False Alarm,Bronx,56,04:21
2013/03,Medical False Alarm,Staten Island,14,03:46
2013/03,Medical False Alarm,Brooklyn,78,03:47
2013/03,Medical False Alarm,Queens,45,04:20
2013/03,NonMedical Emergencies,Citywide,14863,05:03
2013/03,NonMedical Emergencies,Manhattan,4032,05:12
2013/03,NonMedical Emergencies,Bronx,3064,05:23
2013/03,NonMedical Emergencies,Staten Island,762,04:58
2013/03,NonMedical Emergencies,Brooklyn,4179,04:33
2013/03,NonMedical Emergencies,Queens,2826,05:13
2013/03,NonStructural Fires,Citywide,1300,04:21
2013/03,NonStructural Fires,Manhattan,336,04:27
2013/03,NonStructural Fires,Bronx,156,04:46
2013/03,NonStructural Fires,Staten Island,61,04:33
2013/03,NonStructural Fires,Brooklyn,466,03:52
2013/03,NonStructural Fires,Queens,281,04:33
2013/03,Structural Fires,Citywide,2316,04:00
2013/03,Structural Fires,Manhattan,575,04:10
2013/03,Structural Fires,Bronx,479,04:00
2013/03,Structural Fires,Staten Island,113,04:20
2013/03,Structural Fires,Brooklyn,752,03:35
2013/03,Structural Fires,Queens,397,04:29
2013/04,All Fire/Emergency Incidents,Citywide,36643,04:38
2013/04,All Fire/Emergency Incidents,Manhattan,9935,04:47
2013/04,All Fire/Emergency Incidents,Bronx,7304,04:48
2013/04,All Fire/Emergency Incidents,Staten Island,1926,04:52
2013/04,All Fire/Emergency Incidents,Brooklyn,10390,04:13
2013/04,All Fire/Emergency Incidents,Queens,7088,04:46
2013/04,False Alarm,Citywide,1500,04:36
2013/04,False Alarm,Manhattan,322,04:39
2013/04,False Alarm,Bronx,349,04:54
2013/04,False Alarm,Staten Island,150,04:51
2013/04,False Alarm,Brooklyn,341,04:02
2013/04,False Alarm,Queens,338,04:41
2013/04,Medical Emergencies,Citywide,16998,04:15
2013/04,Medical Emergencies,Manhattan,4693,04:21
2013/04,Medical Emergencies,Bronx,3199,04:19
2013/04,Medical Emergencies,Staten Island,840,04:41
2013/04,Medical Emergencies,Brooklyn,4926,03:56
2013/04,Medical Emergencies,Queens,3340,04:25
2013/04,Medical False Alarm,Citywide,217,04:14
2013/04,Medical False Alarm,Manhattan,64,04:38
2013/04,Medical False Alarm,Bronx,51,04:12
2013/04,Medical False Alarm,Staten Island,2,05:45
2013/04,Medical False Alarm,Brooklyn,66,03:45
2013/04,Medical False Alarm,Queens,34,04:17
2013/04,NonMedical Emergencies,Citywide,14589,05:04
2013/04,NonMedical Emergencies,Manhattan,4010,05:14
2013/04,NonMedical Emergencies,Bronx,3056,05:18
2013/04,NonMedical Emergencies,Staten Island,748,05:01
2013/04,NonMedical Emergencies,Brooklyn,4074,04:39
2013/04,NonMedical Emergencies,Queens,2701,05:12
2013/04,NonStructural Fires,Citywide,1316,04:33
2013/04,NonStructural Fires,Manhattan,340,04:30
2013/04,NonStructural Fires,Bronx,208,04:54
2013/04,NonStructural Fires,Staten Island,98,05:32
2013/04,NonStructural Fires,Brooklyn,379,03:56
2013/04,NonStructural Fires,Queens,291,04:53
2013/04,Structural Fires,Citywide,2023,04:00
2013/04,Structural Fires,Manhattan,506,04:13
2013/04,Structural Fires,Bronx,441,04:03
2013/04,Structural Fires,Staten Island,88,04:22
2013/04,Structural Fires,Brooklyn,604,03:35
2013/04,Structural Fires,Queens,384,04:17
2013/05,All Fire/Emergency Incidents,Citywide,41074,04:40
2013/05,All Fire/Emergency Incidents,Manhattan,11150,04:52
2013/05,All Fire/Emergency Incidents,Bronx,8127,04:51
2013/05,All Fire/Emergency Incidents,Staten Island,2091,04:54
2013/05,All Fire/Emergency Incidents,Brooklyn,11738,04:13
2013/05,All Fire/Emergency Incidents,Queens,7968,04:48
2013/05,False Alarm,Citywide,1751,04:38
2013/05,False Alarm,Manhattan,386,04:55
2013/05,False Alarm,Bronx,437,04:38
2013/05,False Alarm,Staten Island,143,05:05
2013/05,False Alarm,Brooklyn,371,04:05
2013/05,False Alarm,Queens,414,04:44
2013/05,Medical Emergencies,Citywide,19232,04:12
2013/05,Medical Emergencies,Manhattan,5328,04:20
2013/05,Medical Emergencies,Bronx,3654,04:18
2013/05,Medical Emergencies,Staten Island,924,04:32
2013/05,Medical Emergencies,Brooklyn,5647,03:52
2013/05,Medical Emergencies,Queens,3679,04:23
